curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.7215639810426541,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H1FS15', 'H2FS8', 'H1FS16', 'H1FS4', 'H1PF34', 'S62M', 'H1DS15', 'H1TO3', 'H1TO9', 'H1PF31', 'H1SE4', 'H2ED11', 'H2ED15', 'H2WP14', 'H2PF26', 'H1RM14', 'H1ED24', 'H2PR3', 'H2GH25', 'H2PF8', 'H2TO28', 'H2WP2', 'H1GH20', 'S59E', 'H2TO30', 'H1PF36', 'H2DS6', 'H1GH29', 'S62B', 'H1WP14', 'H2PF23', 'H1FS7', 'H1WP7', 'H1GH22', 'H1DS5', 'H2PF17', 'H2PF13', 'H2ED5', 'H1PF16', 'H1EE7', 'H2PF4', 'H1WP5', 'H2DS4', 'H1FS11', 'H2GH23', 'H1DS6', 'H1ED16', 'H1DS8', 'H1GH52', 'H2TO26', 'H1PF15', 'H2FV1', 'H2PF12', 'H1ED19', 'S62Q'],87,37,55
152,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
153,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
154,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
155,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
156,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
157,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
158,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
159,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
160,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
161,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
162,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
163,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
164,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
165,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
166,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
167,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
168,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
169,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
170,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
171,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
172,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
173,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
174,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
175,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
176,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
177,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
178,0.7280805687203792,['H2FS17', 'H2TO28', 'H2WP13', 'H2PF28', 'H2ED16', 'H1PF34', 'H2GH23', 'H1TO50', 'H2PF9', 'H2DS9', 'H1FS9', 'H2PF21', 'H2DS6', 'H2DS13', 'H2PF31', 'H2TO11', 'H1FS3', 'H1ED19', 'H2PF5', 'H1GH22', 'H1FS2', 'H2GH25', 'H2ED16', 'H1GH21', 'H2FS15', 'H2PF33', 'H1ED9', 'S60L', 'PA21', 'H2FV5', 'H1TO3', 'H1DS8', 'H1TO12', 'H2PF30', 'H1PF14', 'H2PF13', 'H1PF36', 'H2PF24', 'H2TO29', 'H2ED3', 'H1RM14', 'H1DS15', 'H2PF29', 'H2GH27', 'H1PF32', 'S60L', 'H1DS10', 'H2PF12', 'H2WP7', 'H2TO15', 'H2GH22', 'H1FS18', 'H2SE4', 'S62M', 'H2FV3', 'H1FS17', 'H1TO1', 'H1PF7', 'H1FS7', 'H1FS10'],35,53,46
