curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.6954976303317536,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H2FS1', 'H1WP3', 'H2GH45', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24'],23,5,10
145,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
146,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
147,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
148,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
149,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
150,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
151,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
152,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
153,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
154,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
155,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
156,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
157,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
158,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
159,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
160,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
161,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
162,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
163,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
164,0.707345971563981,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1ED18', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H2ED11', 'H1ED7', 'H2PF21', 'H1PF36', 'H2PF25', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H1FS12', 'H2ED16', 'H2ED12', 'H1FS13', 'H2PF12', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF25', 'H2DS9', 'H1ED19', 'H2FS6', 'H2PF30', 'H1WP6', 'H2PF33', 'H2PF1', 'H1ED16', 'H2TO27', 'H1FS5', 'H1PF32', 'H2TO29', 'H2PF23', 'H2WP5', 'H2PF14', 'H2FS19', 'H2FS2', 'H2ED13', 'H1FS6', 'S62O', 'H2GH27', 'H2PF16', 'H2PF4'],5,65,25
