curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.6972748815165877,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29'],23,5,10
153,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
154,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
155,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
156,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
157,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
158,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
159,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
160,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
161,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
162,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
163,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
164,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
165,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
166,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
167,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
168,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
169,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
170,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
171,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
172,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
173,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
174,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
175,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
176,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
177,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
178,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
179,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
180,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
181,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
182,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
183,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
184,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
185,0.7085308056872038,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H2WP7', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],64,3,2
