curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
106,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
107,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
108,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
109,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
110,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
111,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
112,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
113,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
114,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
115,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
116,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
117,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
118,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
119,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
120,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
121,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
122,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
123,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
124,0.707345971563981,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H1PF25', 'H1GH22', 'H2TO26', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1DS15', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2PF14', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H1WP10', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H1WP2', 'H1FS8', 'H1ED18', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24', 'H1FS17', 'H2TO11', 'H1RM14', 'H1WP14', 'H2EE14', 'H2DS6', 'PC40', 'H2PF10', 'H2ED11', 'H2PR4'],16,3,8
